id,boletin,suma,titulo,categoria,categorias
00a10b28-3be0-462f-a06e-8ac66a4eaec8,16524-07,"Modifica la Carta Fundamental en materia de cuórums para aprobar, modificar o derogar normas constitucionales y legales que indica",,,['INSTITUCIONALIDAD_ESTADO']
00a7ba16-4543-4883-9e2a-b3a74cc2215a,15095-25,"Modifica el Código Penal, para incorporar expresamente crímenes y simples delitos cometidos contra funcionarios de Carabineros, Policía de Investigaciones y Gendarmería de Chile, en cumplimiento de sus funciones",,,['SEGURIDAD_JUSTICIA']
00bf445a-c688-4c09-ac1f-011ea84d91dc,18120-17,Rehabilita la nacionalidad chilena al señor Nicolás Antonio Sáez Vento,,,['DERECHOS_FUNDAMENTALES']
00c2dd3f-036f-4c51-8c0b-9dd80cdc9ccb,16491-37,"Introduce modificaciones a la ley N° 19.169, que establece normas sobre otorgamiento de premios nacionales, para otorgar anualmente el Premio Nacional de Literatura",,,['INSTITUCIONALIDAD_ESTADO']
00c743a8-2abe-48b3-a1a6-91d75c8ff2b0,17652-17,"Concede la nacionalidad por gracia a la ciudadana de origen marroquí, señora Kenza Elghali",,,['TECNOLOGIA_INNOVACION']
00e13689-e33c-4ff5-b3f1-1ec90b507ef4,16879-15,"Modifica la ley N° 18.290, de Tránsito, para establecer medidas de seguridad en el transporte de materiales de construcción",,,['TECNOLOGIA_INNOVACION']
00e40713-9c9f-4fa9-bf5c-7683185cea66,16758-29,"Modifica la ley N° 19.712, del Deporte, para exigir a medios de radiodifusión sonora y televisiva la emisión de un porcentaje mínimo de contenidos deportivos",,,['ECONOMIA_FINANZAS']
0101133a-e92f-4c46-b255-25a7c905083d,13432-07,"Modifica la ley N°16.282, que Establece disposiciones permanentes para casos de sismos y catástrofes, para aumentar las penas aplicables a quienes incurran en los delitos en ella contemplados, relativos al incremento de precios de bienes y artículos de primera necesidad, por sobre el precio oficial, y establece criterios para la determinación de tal precio",,,['SALUD_PUBLICA']
01026a94-07fe-49e9-a3c4-6af8fe8be968,17026-07,"Modifica el Código Penal, para considerar como circunstancia agravante el ingreso clandestino al país",,,['SEGURIDAD_JUSTICIA']
01126264-6723-4eaa-b133-084e04b2dcb0,17252-16,Modifica el Reglamento de la Cámara de Diputados para regular el reemplazo de los integrantes de la Comisión de Ética y Transparencia en casos de enfermedad grave,,,['INSTITUCIONALIDAD_ESTADO']
012d4f83-669b-4072-af1f-d5e55e8f9706,15339-04,"Modifica la ley N°20.158, en materia de requisitos para acceder a la bonificación de reconocimiento profesional",,,['TECNOLOGIA_INNOVACION']
0148a872-1e44-4077-8079-06db171f52cf,14008-07,"Modifica el Código Penal y el Código Procesal Penal, para tipificar el delito de sustracción de madera y otros relacionados, y habilitar el uso de técnicas especiales de investigación para su persecución",,,['SEGURIDAD_JUSTICIA']
0177cee6-f707-4010-bd63-2eb350d6c053,13570-03,"Modifica el decreto ley N°3.472, que Crea el Fondo de Garantía para Pequeños Empresarios, para exigir transparencia en la información y sancionar el actuar arbitrario por parte de las instituciones financieras",,,['SALUD_PUBLICA']
0180e00c-8dc9-4f4e-beb7-4fa950f1340b,14335-13,Que incorpora un artículo 177 BIS en el Código del Trabajo para resguardar los derechos de los trabajadores ante la firma de un finiquito.,,,['DERECHO_LABORAL_EMPLEO']
018c9887-d121-4514-b70a-1f768c7e6bfd,15870-02,Modifica cuerpos legales que indica para permitir la homologación del servicio militar con la formación institucional de Carabineros,,,['SEGURIDAD_JUSTICIA']
018ee68c-e931-468b-aa16-931f8949a18f,17178-15,"Modifica la ley N° 18.290, de Tránsito, con el fin de incorporar un nuevo requisito para la obtención de licencias de conducir",,,['TECNOLOGIA_INNOVACION']
019b6316-b325-47dc-837c-5b8518186d09,16645-18,"Prohíbe el desarrollo de actividades o espectáculos que promuevan, fomenten o celebren manifestaciones culturales asociadas al narcotráfico, la explotación sexual, la pornografía infantil o el consumo de drogas ilícitas",,,['SEGURIDAD_JUSTICIA']
019efb1a-5ebf-4dbb-88ba-88f426a0b8c1,16298-07,Modifica el Código Procesal Penal para permitir la comparecencia telemática de los fiscales del Ministerio Público cuando la peligrosidad de los imputados pueda comprometer su vida o integridad física,,,['SEGURIDAD_JUSTICIA']
01bc3de1-1daa-4cde-879c-83ecab27490d,13901-06,"Modifica la ley N°18.700, orgánica constitucional Sobre votaciones populares y escrutinios, para permitir que los efectivos de las Fuerzas Armadas y de Orden y Seguridad, que durante un proceso eleccionario se encuentren custodiando un determinado local de votación o cumpliendo otras funciones al interior de éste, puedan ejercer su derecho a sufragio en el respectivo local",,,['SEGURIDAD_JUSTICIA']
01c11329-88cb-44fc-a983-4d97bed96782,16920-07,"Modifica el Código Procesal Penal, en materia de regulación de la caución para reemplazar la prisión preventiva",,,['SEGURIDAD_JUSTICIA']
01fd45e7-289a-4897-b9e6-89b17536c979,16608-07,Modifica el Código Penal para agravar las penas aplicables por los delitos de apropiación o daños que afecten bienes destinados a brindar primeros auxilios o atención médica de urgencia a las personas,,,['SEGURIDAD_JUSTICIA']
021df5ae-353f-46bb-b953-4a33f58d31c2,16830-07,"Modifica la Carta Fundamental, en materia de nacionalidad y ciudadanía",,,['INSTITUCIONALIDAD_ESTADO']
022e8bbb-e5b8-49a2-ac5e-251f1ce92507,17623-07,"Modifica la Carta Fundamental, para incorporar entre las garantías constitucionales, la planificación familiar y el resguardo de la salud sexual y reproductiva",,,['INSTITUCIONALIDAD_ESTADO']
023aefaf-8e83-47b6-b537-423d585af817,17470-11,Modifica el Código Sanitario para autorizar el funcionamiento de farmacias y almacenes farmacéuticos bajo dirección técnica a distancia,,,['DERECHO_LABORAL_EMPLEO']
023cf80c-d3e7-427c-a02e-586bb0c5741e,14058-12,"Modifica la ley N°20.283, sobre Recuperación del bosque nativo y fomento forestal, para incorporar criterios de prevención de incendios forestales, prohibir temporalmente los cambios de uso de suelo en los terrenos afectados y disponer su reforestación con especies nativas",,,['VIVIENDA_URBANISMO']
023ffa45-0d40-45bf-a1a1-50a3e383bd83,14048-13,"Extiende la duración del permiso laboral para trabajadoras y trabajadores, en caso de fallecimiento de padre, madre y de un hijo en período de gestación, e incorpora igual permiso en caso de fallecimiento de hermano",,,['DERECHO_LABORAL_EMPLEO']
02446a34-c7a5-45b3-b313-2de0f1218402,15955-03,"Modifica la ley N°19.496, sobre protección de los derechos de los consumidores, para facilitar el término de contratos de prestación de servicios de telecomunicaciones",,,['TECNOLOGIA_INNOVACION']
02586d36-4584-4868-8637-05dd1f884433,14571-07,Modifica el reglamento de la Cámara de Diputadas y Diputados para incorporar la paridad de género en la conformación de las comisiones mixtas,,,['DERECHOS_FUNDAMENTALES']
02652d18-d89f-4224-9915-af8613af3c83,17609-07,"Modifica la Carta Fundamental, con el objeto de celebrar separadamente las elecciones de las autoridades regionales y comunales, de aquellas de carácter presidencial y parlamentario",,,['INSTITUCIONALIDAD_ESTADO']
02741489-6817-4d2e-be33-bf428841e3d6,17931-06,"Modifica la ley N° 20.880, sobre probidad en la función pública y prevención de los conflictos de intereses, para incorporar a funcionarios que cumplan labores directas en depósitos de armas del Estado",,,['INSTITUCIONALIDAD_ESTADO']
028d6b0e-7246-418a-9d79-9a25d8605c65,17934-25,Modifica la ley N° 20.601 para incorporar un botón de pánico como medida de seguridad para cajeros automáticos,,,['DERECHO_LABORAL_EMPLEO']
02a044e6-3d52-4b04-8393-1cc08886c30b,15900-10,"Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de Irlanda sobre el Ejercicio de Trabajos Remunerados por parte de Familiares Dependientes del Personal Destinado a Misiones Oficiales en el Estado de la Otra Parte, suscrito en Santiago de Chile, el 15 de marzo de 2023",,,['TECNOLOGIA_INNOVACION']
02a26668-3011-4ac7-9abb-b1ea3b47a70d,16704-05,Crea el Fondo de Emergencia Transitorio por Incendios y establece otras medidas para la reconstrucción,,,['ECONOMIA_FINANZAS']
02c7922c-fed6-4405-a1c3-05220c9b3393,15688-11,Modifica diversos cuerpos legales para aumentar las sanciones por la obtención y otorgamiento de licencias médicas falsas,,,['TECNOLOGIA_INNOVACION']
02c8a9b8-afd5-4699-b7f3-27894c268a51,15895-04,"Modifica diversos cuerpos legales, con el objeto de promover el desarrollo de políticas educacionales para la prevención de conductas delictuales y consumo de drogas",,,['SEGURIDAD_JUSTICIA']
02ce781a-231c-4b2b-a998-c4642f1a85b4,16631-07,"Modifica el Código Procesal Penal, en materia de cómputo del tiempo de privación de libertad en el domicilio, para su abono a la pena impuesta",,,['SEGURIDAD_JUSTICIA']
02d5e02a-dbc7-44f4-a809-c35003d668fc,13773-18,"Modifica el Código Civil, en materia de cuidado personal compartido de los hijos de padres que viven separados",,,['TECNOLOGIA_INNOVACION']
02d68026-6923-4d05-ad40-e782dc947537,15066-07,"Modifica la Carta Fundamental, con el objeto de crear el Ministerio a cargo del gobierno y administración del territorio marítimo, islas y espacios costeros, sus recursos, actividades e infraestructura.",,,['INSTITUCIONALIDAD_ESTADO']
02f0642a-cbd5-4eca-b824-ca52afbe78f0,16459-36,"Modifica la ley N° 21.430, sobre garantías y protección integral de los derechos de la niñez y adolescencia, con el objeto de conceder a niños, niñas y adolescentes el derecho a otorgar su consentimiento para la realización de tratamientos médicos, en las circunstancias que indica",,,['DERECHOS_FUNDAMENTALES']
0305d424-9282-4fda-9682-8981aacf2d31,14198-05,Autoriza la capitalización del Banco del Estado de Chile con el objeto de cumplir con las exigencias de Basilea III,,,['ECONOMIA_FINANZAS']
030dde86-2213-4344-a80a-4daf65f2540a,17490-04,"Modifica la ley N° 20.370, General de Educación, para incorporar como objetivos generales de la educación parvularia, básica y media el desarrollo de conocimientos, habilidades y actitudes relacionados con el funcionamiento del sistema tributario",,,['EDUCACION']
031c157e-c8ec-4747-abef-92237380a07c,13663-06,"Establece normas especiales aplicables al cambio de domicilio electoral requerido para efectos del plebiscito a que alude el artículo 130 de la Constitución Política de la República, en consideración a las circunstancias excepcionales que ha implicado la alerta sanitaria por Covid-19",,,['INSTITUCIONALIDAD_ESTADO']
032ef149-ca8b-4c37-ab45-f87d2a7c8db8,17241-17,"Reconoce, protege, garantiza y promueve los derechos lingüísticos y culturales de los pueblos indígenas",,,['DERECHOS_FUNDAMENTALES']
033a0e47-e10d-40e4-92a7-d232fcdc2b58,15561-07,Refuerza las competencias de Gendarmería de Chile y crea un delito general de extorsión,,,['SEGURIDAD_JUSTICIA']
033b2b47-2a3b-424d-b401-316306e0e69a,15435-02,"Modifica la ley N°18.961, orgánica constitucional de Carabineros de Chile, en materia de uso de armas letales",,,['SEGURIDAD_JUSTICIA']
0340b9b6-c76c-45ee-a83a-51f6bbf6b3e3,17210-13,"Modifica diversos cuerpos legales para sancionar el incumplimiento de las inhabilitaciones establecidas para el trabajo con menores de edad, adultos mayores y personas con discapacidad",,,['DERECHOS_FUNDAMENTALES']
0350775b-6ac1-4c9d-9578-56568de453ed,14695-06,"Para asegurar la permanencia en el país de candidatos a la Presidencia de la República, salvo excepciones.",,,['TECNOLOGIA_INNOVACION']
0350e330-b9ed-4474-990d-a33f09a3455c,17813-06,"Modifica la Ley de Rentas Municipales, para establecer la obligación de informar a la Contraloría General de la República en relación al uso de los fondos que indica",,,['INSTITUCIONALIDAD_ESTADO']
035d9657-3e43-4682-8997-91c109a369cf,17542-06,Dispone la clausura de inmuebles o establecimientos comerciales que alberguen el funcionamiento de prostíbulos y el expendio ilegal de bebidas alcohólicas,,,['TECNOLOGIA_INNOVACION']
0362962a-043e-430d-aeb2-5ac29d3c6fb4,16576-08,"Modifica diversos cuerpos legales, en materia de estabilización tarifaria",,,['VIVIENDA_URBANISMO']
03694aac-cffb-46d4-a04a-1698aad33793,13912-06,Incentiva la participación electoral.,,,['EDUCACION']
036ff45b-87c2-42b3-813c-3cdf110f8c11,16764-03,"Modifica la ley N° 19.913, que crea la Unidad de Análisis Financiero y modifica diversas disposiciones en materia de lavado y blanqueo de activos, con el objeto de fijar un monto máximo para transacciones que se realicen en dinero efectivo",,,['SEGURIDAD_JUSTICIA']
03ab6933-afab-4d4c-a103-4e70190103b5,16114-07,Modifica el Código Penal para sancionar la usurpación de identidad realizada a través de redes sociales,,,['SEGURIDAD_JUSTICIA']
03b30625-ac23-40c0-891d-d8ea71f6247e,15215-14,"Modifica diversos cuerpos legales, en materia de regulación de la división de predios rústicos.",,,['TECNOLOGIA_INNOVACION']
03c2caa6-0277-44ea-b4b7-7502951c0d77,13410-15,"Modifica la ley N° 21.223, que Prorroga el plazo para la renovación de los permisos de circulación correspondientes al año 2020, y otras materias que indica, para habilitar su renovación aun cuando el propietario del vehículo registre multas de tránsito no pagadas",,,['SALUD_PUBLICA']
03c8a2e6-3e71-4674-b3b8-57432088b23f,16188-06,Rehabilita la nacionalidad chilena a doña María Alexandra Slaughter Jünemann,,,['DERECHOS_FUNDAMENTALES']
03cf45f9-5605-46c2-885f-35046676f554,18013-36,"Modifica diversos cuerpos legales, para contemplar la alienación parental como un acto constitutivo de violencia intrafamiliar",,,['SEGURIDAD_JUSTICIA']
03da1989-5538-4fc6-8b8b-d6f4c36a15a2,15742-14,Modifica la Ley General de Urbanismo y Construcciones para establecer limitaciones y prohibiciones destinadas a prevenir incendios forestales,,,['VIVIENDA_URBANISMO']
03e9c26b-203e-4880-b3af-a759dd3aabe1,14527-07,Modifica el Código Penal para tipificar el delito de robo con secuestro,,,['SEGURIDAD_JUSTICIA']
03efc8ea-38e3-42c4-9c40-1e0dc04c45a2,16045-11,"Modifica la ley N°19.996, que establece un régimen de garantías de salud, para permitir la actualización del listado de patologías, anualmente",,,['DERECHO_LABORAL_EMPLEO']
03fd532c-d116-4dc2-bf74-23d47bdd9f5d,14911-07,Modifica diversos cuerpos legales con el objeto de perfeccionar las sanciones a delitos perpetrados por funcionarios públicos y limitar el acceso a salidas alternativas y a las penas sustitutivas que se indican.,,,['SEGURIDAD_JUSTICIA']
040a65a4-0ebe-4c09-834b-0e2e4bf3d28b,14487-22,"Modifica la ley N°20.712, sobre administración de fondos de terceros y carteras individuales, para disponer que los dineros no cobrados oportunamente por los partícipes de fondos mutuos o de inversión, o por sus causahabientes, sean destinados a la Junta Nacional de Cuerpos de Bomberos de Chile",,,['DERECHO_LABORAL_EMPLEO']
0411cb57-d3b9-40f4-9181-5aef9c6e94da,14468-14,"Modifica la Ley General de Urbanismo y Construcción, para facilitar la adaptación de viviendas sociales, en favor de personas en situación de discapacidad",,,['VIVIENDA_URBANISMO']
0422c0b9-3184-4445-9b85-1ea9c955674b,18109-07,"Modifica la ley N° 18.918, orgánica constitucional del Congreso Nacional, con el objeto de establecer la obligación para diputados y senadores de rendir cuenta pública de su gestión parlamentaria, en los términos que indica",,,['TECNOLOGIA_INNOVACION']
04278744-9b9d-4d3c-a7f1-13f5ab09473d,16646-06,Traslada días feriados para fomentar la productividad y el turismo,,,['TECNOLOGIA_INNOVACION']
042a7c30-87f5-458e-ac6f-363c3cc4fb6f,15663-22,Modifica la Ley General de Bancos para asignar a Bomberos de Chile las acreencias a que ella se refiere,,,['ECONOMIA_FINANZAS']
0432f026-ee44-49bd-aec2-4fb69b5a468b,13801-05,"Modifica la ley N° 20.712, sobre administración de fondos de terceros y carteras individuales, en relación con el destino de los dineros de fondos mutuos o fondos de inversión no cobrados por los respectivos partícipes",,,['DERECHO_LABORAL_EMPLEO']
0436f83b-1bb9-40b6-a40e-ff0badaebc31,14277-31,"Modifica la ley N°21.289, de Presupuestos del Sector Público correspondiente al año 2021, y la ley N°21.230, que concede un Ingreso Familiar de Emergencia",,,['SALUD_PUBLICA']
046944c3-2c70-40ec-832b-8fc4ad63957f,17243-07,"Modifica la Carta Fundamental para incorporar, entre las garantías constitucionales, la educación, promoción y difusión de la actividad física y deportiva",,,['INSTITUCIONALIDAD_ESTADO']
046e349e-c3b7-4bfb-a18e-16230e963a1f,15872-18,Modifica diversos cuerpos legales para establecer la reserva de datos personales en causas judiciales sobre violencia intrafamiliar,,,['TECNOLOGIA_INNOVACION']
04adfb4e-65de-43a5-b2de-306f59098f9c,13819-07,Modifica la Carta Fundamental para posibilitar el pago anticipado de pensiones contratadas en modalidad de renta vitalicia,,,['INSTITUCIONALIDAD_ESTADO']
04b16e3f-f723-42bf-b70d-72e90c2ee5d8,17199-06,"Modifica la Ley Orgánica Constitucional de Municipalidades, en materia de condiciones del cierre de calles y pasajes",,,['INSTITUCIONALIDAD_ESTADO']
04e8d558-c00f-4256-a261-53df60bde111,15948-24,Declara el 1 de abril de cada año como el Día de las y los Trabajadores de la Niñez y Adolescencia,,,['DERECHOS_FUNDAMENTALES']
04f15140-d657-4b87-b874-2a3c7576373d,17242-15,"Modifica la ley N° 18.290, de Tránsito, con el objeto de facultar al Ministerio de Transportes y Telecomunicaciones para autorizar establecimientos o talleres que realicen transformación de sistemas de propulsión de combustión interna a eléctricos, y otras adaptaciones, a vehículos motorizados en uso",,,['TECNOLOGIA_INNOVACION']
04f856a6-529d-4a51-a77e-e22fae6d821e,14276-03,Establece como deber del Tribunal de Defensa de la Libre Competencia fijar el precio máximo que debe pagar el consumidor por los alimentos y materiales para la conservación y reparación de viviendas.,,,['ECONOMIA_FINANZAS']
04f940fb-4204-468c-9f2d-4e0ff74e67c0,18074-06,"Modifica la ley N° 18.695, orgánica constitucional de Municipalidades, para fortalecer las facultades fiscalizadoras del concejo municipal",,,['SEGURIDAD_JUSTICIA']
04fb7a11-d8cf-49ab-b4cf-506229f740c0,14751-06,Declara el 29 de julio de cada año como el Día Nacional del Recolector y la Recolectora de Residuos Domiciliarios,,,['MEDIO_AMBIENTE']
050a59e2-94f8-40df-a110-e8e25a83ac2f,13428-06,"Dispone que las cuentas públicas que, en virtud de la ley, deben realizar autoridades comunales y organizaciones sociales que indica, se realicen por medios telemáticos u otro no presencial, durante la vigencia del estado de excepción constitucional de catástrofe por calamidad pública, ordenado a causa de la pandemia de Covid-19",,,['SALUD_PUBLICA']
050b221e-258a-4c66-b284-00c27b0d3277,17541-07,"Modifica la Carta Fundamental, en materia de requisitos para ser electo Presidente de la República",,,['INSTITUCIONALIDAD_ESTADO']
050cc627-be5e-472b-9730-a1a6a389d671,17372-08,Moderniza el gobierno corporativo de la Empresa Nacional de Minería,,,['MEDIO_AMBIENTE']
051e6020-16b6-4ea6-95cf-80e9a5ced758,14221-07,"Modifica la Carta Fundamental para habilitar en forma permanente, a los pensionados en modalidad de renta vitalicia y sus beneficiarios, a exigir el pago anticipado de sus rentas, en las condiciones que indica",,,['SALUD_PUBLICA']
053796bc-ab39-4aa5-bba9-6c51ea97d381,16525-07,"Modifica el Código Penal para sancionar, con pena de falta, al que produjere ruidos molestos en niveles y horarios prohibidos",,,['SEGURIDAD_JUSTICIA']
053d4019-a4eb-4172-bb07-91b54936b0f6,16315-24,Declara el 8 de enero de cada año como el Día Nacional del Pueblo de La Tirana,,,['DERECHOS_FUNDAMENTALES']
053feadd-3b9c-4250-b06a-775f979dda72,17962-14,"Modifica la ley N° 21.442, de copropiedad inmobiliaria, para regular la responsabilidad de los órganos de administracion del condominio ante el incumplimiento de obligaciones laborales y previsionales respecto de sus trabajadores",,,['DERECHO_LABORAL_EMPLEO']
05406c15-8ca8-4940-8c7f-792217be2d15,14300-04,"Modifica la ley N°21.272, que Suspende la realización de la evaluación docente por el año 2020, debido a la pandemia mundial de Covid-19, para extender su vigencia por el año 2021",,,['SALUD_PUBLICA']
0565a800-7d6a-4430-97ad-8fa7c53fe1ec,14070-11,"Modifica la ley N°21.020, Sobre tenencia responsable de mascotas y animales de compañía, en materia de esterilización y adiestramiento, en el sentido que indica",,,['TECNOLOGIA_INNOVACION']
05687bed-d75b-446e-b79b-3c6638f1fabd,15771-24,Declara el 18 de octubre de cada año como el Día de la Bandera Nacional,,,['DERECHOS_FUNDAMENTALES']
056c37de-8148-44a0-8389-dd274245718f,17274-11,"Modifica la ley N° 21.674, para reducir el plazo de devolución de la deuda contraída por las isapres con sus afiliados",,,['TECNOLOGIA_INNOVACION']
05bfcc1d-d4f1-4919-9d84-9b5e338c0a22,16890-06,"Modifica diversos cuerpos legales, en materia de prevención de conflictos de intereses",,,['TECNOLOGIA_INNOVACION']
05c3d605-f614-4d5a-900c-a1ce0df15f8b,13828-19,"Sobre protección de los neuroderechos y la integridad mental, y el desarrollo de la investigación y las neurotecnologías.",,,['TECNOLOGIA_INNOVACION']
05c583f0-14b3-4772-ab3f-d3383bf9f809,15840-06,"Modifica la ley N°18.700, orgánica constitucional sobre votaciones populares y escrutinios, con el objeto de establecer como requisito para la inscripción de candidaturas la entrega de una evaluación de salud mental, en los términos que indica",,,['SALUD_PUBLICA']
05e4d5e9-6ecd-462f-b6d9-64a64b386141,16955-07,"Modifica la Carta Fundamental para incorporar, como parte del derecho a la seguridad social, la facultad de los afiliados al sistema de capitalización individual de retirar el total de sus fondos previsionales",,,['INSTITUCIONALIDAD_ESTADO']
05e9c77a-1b15-4f59-92d9-99bb4c2d8be8,13946-15,"Modifica la ley N°18.290, de Tránsito, para establecer y regular una nueva categoría de licencias de conducir, para conductores no profesionales novatos o principiantes, e introducir otras modificaciones en la materia",,,['EDUCACION']
05eca1d3-28de-492c-80d6-13bd59a01e49,14102-12,Aumenta las penas asociadas al daño o afectación de monumentos nacionales.,,,['SEGURIDAD_JUSTICIA']
05edb0fa-bc34-44b7-85ce-2deeb27b069b,18075-25,"Modifica el Código Penal en materia de legítima defensa privilegiada respecto de los funcionarios de las Fuerzas de Orden y Seguridad Pública, Gendarmería de Chile, las Fuerzas Armadas y los servicios bajo su dependencia",,,['SEGURIDAD_JUSTICIA']
05f581ab-09e0-4069-90a9-fd58b0edbc52,17297-37,Para fomentar la realización de las actividades recreativas y culturales que indica,,,['ECONOMIA_FINANZAS']
05fe115f-6515-4643-9375-312324e9478c,16194-18,"Modifica diversos cuerpos legales para regular la representación jurídica de niños, niñas y adolescentes",,,['DERECHOS_FUNDAMENTALES']
05feb8c0-8161-44a4-81e8-1dc220cb5566,16122-03,"Modifica la ley N°20.584, para consagrar el derecho de las personas a la eliminación de su información oncológica para fines de acceso a productos y servicios financieros",,,['TECNOLOGIA_INNOVACION']
0608775b-6442-45ba-9a38-711c087c4ec7,16042-07,"Modifica la Carta Fundamental, para consagrar la misión institucional de Carabineros de Chile y de la Policía de Investigaciones de Chile",,,['SEGURIDAD_JUSTICIA']
06115807-25a2-406c-971f-b24e69e2d656,13771-06,"Modifica diversas normas legales, para disponer la prórroga del mandato actualmente vigente de los consejeros de los Consejos Comunales de Organizaciones de la Sociedad Civil, de cada comuna del país, y regular su elección en caso de requerirse",,,['SALUD_PUBLICA']
